Date,Open,High,Low,Close,Adj Close,Volume
2020-02-20,78.192497,79.080002,74.087502,77.175003,76.967529,81005200
2020-02-21,76.047501,76.300003,72.665001,73.517502,73.319839,76818000
2020-02-24,67.547501,70.467499,67.000000,68.320000,68.136322,85691600
2020-02-25,69.074997,69.697502,64.489998,65.512497,65.336365,105549600
2020-02-26,65.514999,68.862503,65.500000,66.912498,66.732605,74773200
2020-02-27,63.724998,66.750000,62.222500,63.150002,63.017899,90641600
2020-02-28,60.615002,68.114998,60.447498,67.517502,67.376251,113325200
2020-03-02,69.224998,69.397499,65.250000,69.107498,68.962921,89074400
2020-03-03,69.667503,70.267502,65.614998,66.472504,66.333443,65279200
2020-03-04,67.550003,71.222504,66.800003,71.127502,70.978706,59740800
2020-03-05,69.125000,70.800003,67.875000,68.322502,68.179573,54032800
2020-03-06,66.519997,67.097504,64.500000,66.510002,66.370865,51541200
2020-03-09,59.974998,64.849998,59.544998,61.360001,61.231636,61416000
2020-03-10,64.135002,65.269997,61.497501,65.269997,65.133461,58064800
2020-03-11,63.865002,64.150002,60.642502,61.617500,61.488598,49996400
2020-03-12,56.365002,59.029999,53.950001,54.077499,53.964375,81654000
2020-03-13,57.625000,60.255001,54.902500,60.209999,60.084038,63483600
2020-03-16,53.102501,56.525002,48.500000,49.099998,48.997280,72697200
2020-03-17,50.227501,55.215000,47.750000,54.317501,54.203873,83363200
2020-03-18,50.025002,52.485001,45.169998,50.705002,50.598930,87426800
2020-03-19,50.490002,54.182499,48.347500,53.242500,53.131115,76551200
2020-03-20,54.750000,57.580002,51.282501,51.437500,51.329891,80463600
2020-03-23,51.427502,54.119999,49.630001,53.172501,53.061268,64387600
2020-03-24,57.250000,63.165001,57.012501,62.294998,62.164680,110164400
2020-03-25,63.450001,65.455002,60.915001,61.404999,61.276543,79343200
2020-03-26,63.485001,65.555000,62.500000,64.309998,64.175461,69610800
2020-03-27,62.500000,65.779999,62.169998,63.182499,63.050323,63882800
2020-03-30,63.840000,66.489998,63.397499,66.397499,66.258606,60225200
2020-03-31,66.800003,68.849998,64.437500,65.900002,65.762146,94996000
2020-04-01,63.912498,65.382500,60.320000,60.767502,60.640381,65691200
2020-04-02,61.060001,64.000000,60.577499,63.867500,63.733894,67576400
2020-04-03,63.490002,63.907501,59.597500,60.977501,60.849934,66321200
2020-04-06,63.810001,67.470001,63.232498,67.099998,66.959625,72788400
2020-04-07,69.324997,69.562500,64.324997,64.757500,64.622032,78452000
